Ridge Predictions,Lasso Predictions
1419590.3119381329,1420019.4265009495
1172132.0619753264,1171509.371017971
546219.0886751746,545924.9437852348
1240653.7629971053,1241535.8512104603
844252.2345803542,843642.4965880649
1327132.9584692325,1327801.5069407946
786043.8130227844,785861.2383464577
747421.3851282714,747221.6034292912
594740.9985989654,594244.3066200733
772659.9865422153,772450.2257564996
1005671.3384309796,1005887.2588303036
562597.5992389857,562827.7984269059
1321810.669198249,1322125.5490541193
589205.7591733946,588712.53192839
595464.6272773804,594988.2246292753
1046464.5522242576,1045513.3100460867
1100572.1493939506,1100367.167737739
867993.7273090808,867837.1677400472
1154547.8773712479,1155537.2689918517
828834.137500029,828360.1288239723
515522.8717620954,514944.4602663378
868411.1039049713,869070.787130213
663262.6393741779,662906.7727084986
493190.9664723213,493198.1748210304
2128464.9096744736,2131457.709911377
912643.4300057262,911394.7929977536
857804.8914266792,858251.8030439353
839973.4517302936,839117.8871783664
1414599.6411688519,1414522.0319689556
790374.7485115228,790241.5316354545
489388.6537636219,489396.9946101494
603928.5297194006,604108.3361179294
558224.05918623,558305.2595033017
1091646.42274425,1091447.1740382726
1214684.559952347,1214468.7602355534
738103.5427324052,738028.8003031716
884076.9195460603,884284.5015973818
1444325.7533198341,1441655.3579742867
418749.7309664219,417795.6177078701
1120515.0073351497,1119496.186710101
799793.0367391795,799233.0295983505
739316.6726223585,739439.1541904224
781590.2124047612,781091.8963518618
554039.0585953947,554139.1758045466
756519.6568713768,756632.8046756352
762198.5262456618,761782.354236282
627989.6554742287,627560.8281123159
818710.7992787403,818459.8414346215
398786.70129430457,397681.93892924255
780369.9408008789,778901.9794542309
1035872.2952268835,1035898.9133517828
786252.6195742672,785695.591866122
482321.2238903744,482344.7165247045
920887.1487075498,920693.0691045015
1179656.4104010554,1180481.556509772
1268547.096626285,1268352.917660172
789250.8338565566,789215.0668780411
1578481.0374161908,1579688.5354764466
580869.3511332795,581019.9327850412
631142.3216963275,630837.7764510938
1298763.3796769883,1299023.5717621865
813611.6578844641,813153.0734350602
973760.0712919377,973796.0800415606
1274881.698670876,1275448.7068867458
1112762.1264149447,1113965.467435593
917084.3203465077,916432.4550967184
569092.1618203687,567348.0736861869
944026.5914297245,944418.9144583114
1054389.6952166648,1054298.2184574832
495439.07122766005,494670.406172727
1704578.2975383915,1705791.0292110783
571510.56514358,570812.4142737668
1235073.2211875631,1234343.8056000946
1268575.029764662,1268120.9180494584
676180.9686182332,676103.3021281476
529971.0859416286,529318.870085983
796661.0019061407,796218.6833904863
841615.0209590595,841730.8160808063
868958.1054232053,868569.7035176245
495381.7204220639,495154.55128094874
627075.4632801121,627405.6702018173
921705.2771984981,921660.9157199825
540882.5793715564,540343.9255048673
860650.9741590464,860615.1576146221
564802.6612952892,564362.2523827035
745958.3329321055,746541.4971921975
692940.2916037873,693388.6460439223
1212016.208043185,1211803.2310299287
602384.505112519,601462.0404094101
804797.9077399673,804120.8149334185
579519.6182954116,579852.2015991355
1165953.907166941,1165072.6762055054
593641.4815958322,593989.746977036
1262636.3866469394,1262850.2680977788
1628672.3586854215,1629258.6810275828
1430546.4520145338,1431638.9724882478
374466.270267164,374369.62125122757
685731.2739488567,684351.4073046313
1230562.9680855933,1230641.9586392567
1039482.2664641221,1039506.3808012645
736261.09400126,734846.1530974678
560660.1208621652,560477.3600749657
615563.3113345308,615445.1570278998
1649679.7081366566,1650216.1241306814
787961.6728830931,787492.7298220579
701342.2442067519,701432.5282488938
852055.0822123949,851164.956936388
1688874.721512428,1690823.6892903082
758621.9735498108,757851.0804314474
1262439.9086139952,1261798.047001107
625529.9808563611,625775.0425146662
1027989.579742993,1027671.0540806516
837293.7035462984,836681.5707340786
1054062.7217830876,1054624.6022287216
1249153.3933822562,1249402.1720215264
689952.3986683789,689740.3926804245
680036.3591824581,680425.2016398478
527345.7589564938,527024.7272716757
520685.45248113654,520052.4885572478
860187.2296559978,859637.5561552756
944331.5663750152,944000.2984045971
907775.5505712532,907003.4528923271
728312.8061634819,727827.6017999966
2119320.148299386,2120608.6647557225
637814.3166177921,637510.8669655051
456988.27128612064,457055.9627033336
1118064.7063949213,1118136.9727749457
692680.0544335613,692312.3739589583
1649186.8511014702,1649750.880163541
576620.1363591861,575798.9657853865
637078.2979360577,636163.4475839748
857630.3109682696,857734.4484414106
986480.295100423,986910.5262398523
1212063.034867598,1212387.8142627627
828901.5979398108,828446.6510984328
1428934.5034928909,1430645.1004283708
1422370.9661170645,1422345.839769723
542282.3329920371,541874.2429975076
479190.0001604494,478697.11546912167
1190103.968941676,1190520.7870879415
1358696.8069411526,1358840.2098305023
1786922.5871318716,1789321.5556718076
849183.8505253408,848688.0988745601
947606.2425806827,947433.0371556927
510310.5420633847,510500.20999613125
728771.2710465428,728252.2044024487
546728.9000654299,546400.3071964274
624097.3683511886,624381.4169514826
1375064.3024046011,1374872.5628980673
742145.5368226307,741983.3346127108
764946.9390723422,763976.0136442237
892458.9111097422,892133.1200411093
980906.4141328881,979652.8097715719
895543.7540192223,895861.1528195939
1106447.4658697248,1107164.6018813278
949563.8159631314,949232.9065248902
574504.2179650438,574751.5968432907
715350.8815466188,714568.772025903
546473.3461676955,546622.3446528536
1099164.0858429992,1099270.708889214
1637516.2835006393,1637943.267301639
1012678.2234752111,1012679.5654022859
563280.785371181,562798.1370773595
470290.11177816906,469847.51971461624
798359.1484582773,798271.7792298377
728576.432144793,727438.4627588924
939020.9555564849,938757.1726588765
553483.7880429635,552655.0475845695
898596.1889619383,897769.8612661161
838734.3211732968,838961.5687079155
582829.0223610308,582222.37474369
1107744.5955183373,1107280.5130784905
1971957.110076615,1973103.1566133592
554178.7220617256,554286.797430292
1010851.7185096845,1010828.4302757473
933432.2905198347,933057.303063003
828154.4342841222,827383.5564630385
1056076.8881467606,1055815.7533237333
794414.2953922428,794445.2798452434
1527148.2350375196,1527818.4614222157
595876.5700676474,595110.7039117196
659746.4844069269,659748.3559530724
691734.7388538443,692105.5886556774
1455051.312889568,1456313.6725128593
1402148.9671333092,1402548.1481340502
899638.662600031,899238.8242028675
1110175.4929512748,1109858.8123619214
546606.1772347109,546678.6712330987
1327553.8738311636,1327008.4683999298
761363.567725405,760623.9123600239
713684.1613252402,713462.8655616636
995086.2468458192,995082.8405348419
478390.4605223131,477422.5913382338
1258659.3132111437,1258232.2354443297
995843.0768042775,996624.6989715041
828596.1421878184,828986.1468316359
811379.6660085251,811978.6936657376
489368.23669033253,489394.0093357967
1601523.559807014,1602127.0218582675
629244.0195570893,629094.9038023979
1265532.5814714078,1265568.5257241959
647853.2508544978,648154.6969556975
909619.898475776,909010.4820225867
961265.5175202362,960376.0433083273
256687.27290747047,256557.43791814405
947121.1020549623,946428.2083016408
945413.5921376641,946008.6503944456
887926.6552671207,888156.5181659854
500756.31031177274,499873.0926064701
1687349.1923370627,1684207.8902379973
1268003.7717610823,1268743.9159087362
711793.4693562929,711944.1854434896
780368.7314891099,779500.8059288668
1038768.0407678873,1038974.9092284054
900832.3003029132,901087.9428170433
973984.3145160767,973659.8678384061
517756.99109269324,517829.688737345
498972.1504170192,499049.70745340944
1202526.573098339,1202058.5914570973
1118375.7242099945,1118074.7855383276
730704.2255609862,730703.3163433615
1152018.582130453,1150989.075157345
1185201.9193365884,1185536.3047765754
934955.6215302541,934099.9103632306
661917.888495135,662263.9620661712
468246.3285851109,468333.5089764193
538887.8369808537,539030.2545058747
616129.074725931,615991.3592519297
1640088.3220690528,1640859.5218656727
649625.6634833021,649240.6196199154
1399818.2307395975,1400711.1478447213
718088.8024055939,718064.832821415
1739843.016910112,1741160.2609943438
795362.3201182372,794707.9733096103
1095848.638156204,1095938.0558150213
776865.1972909006,776290.3883027742
1723192.0324788867,1723446.174780592
680973.7743086764,680705.428227911
2761528.5351395532,2764637.4269378684
1100698.767424215,1101362.8161143328
1113780.000301077,1114257.2368704935
1310629.1159569053,1310044.3099741777
800073.4951428695,800075.6438577089
600493.7889262745,600829.7966424762
828033.8185796172,828444.7345115473
568004.2485629688,568156.1357322272
847206.9243616615,846534.799744715
566520.5923941545,566766.5108965049
1665001.9974920778,1665579.51614438
1062375.391706623,1062124.5150722945
973779.4758448667,973531.6443277257
1132146.694257297,1131935.8668835368
982088.206840483,981835.0676697773
1118682.589283697,1112729.2843496567
460914.36616834375,460271.5106106326
1251705.4591934711,1251043.8162149943
1397127.41369387,1396953.6964780572
1204471.2707279716,1204905.4437011709
1663970.6650441936,1664582.4785943986
741992.5363302345,741417.4872819337
761063.3411766839,761204.0410787544
672639.3581997093,672209.8800194612
547039.3725490551,547211.5788215651
988399.2422101885,987784.6474566247
1250415.7266956633,1250287.6570114302
1602324.6340236948,1603795.7936551396
587016.8545274696,586700.8827063108
1269745.4674564553,1269563.355315192
520589.2575644937,520716.7554261328
758634.1232915438,758622.1391124459
1472433.9062402754,1473259.4215446042
1125680.3454560956,1126899.2656705347
1059290.964860853,1059785.1532714595
933859.7594181886,933243.523592237
1077032.2601408241,1076549.7921274272
265365.48604540154,264705.3346758245
621502.1695888941,621195.523732182
873272.3140514679,872642.4380293859
1425643.4546674348,1427460.4663942652
568088.957242786,567820.3661458674
1130675.2955308948,1130914.8131788007
856127.8662215301,856335.4005728534
1414805.3277132679,1414699.6993832774
651968.4058225513,651742.863101532
684781.6146886713,684525.7310364398
726100.5656883772,725796.9996302425
1110153.921587549,1110430.8691967071
345687.56967475626,345675.99647308607
1568430.1513764034,1569202.849423001
817532.8563032921,817001.1467238691
987220.6271124465,987136.3121780041
1133368.4425351433,1133510.9361621053
863085.4789272702,863512.2381131056
726895.4075425931,727065.5000564414
1774347.5517016193,1775776.5870637223
1899546.864270825,1901099.7393915511
615831.7723081294,616121.9369426384
805541.1571752117,805092.7053269104
764397.9464513797,764283.4064668601
1169095.2926838363,1169045.832950052
1783458.263908695,1784961.602701012
596954.5779143935,597273.3138019815
1158662.1055286317,1158581.299861439
621175.8383952323,620357.7469727509
578324.9043535297,577891.6958878178
1213884.8896561337,1214003.6494272107
1586286.7417999292,1587567.4781129705
748137.0455201733,748727.9613269834
719659.914293196,719204.1607851301
1132760.4488364928,1133000.5249002506
1041880.5809703277,1041237.3937629883
660956.3248355879,660685.5525850686
1865717.85928333,1867386.144550879
1700021.5433113542,1700311.634334947
740271.0062552106,739555.6523583825
2001090.1461564163,2002051.9219772452
1442066.924937428,1442171.5565604246
670830.5038988539,670278.7171386506
843204.0487787493,842763.8172312514
489240.29418137716,487960.98728125304
823865.9745242342,823221.5998249745
890539.0252423662,890253.0319646533
1845092.6990084765,1846897.201998387
1131090.8483653846,1131803.871948964
728196.8919034168,728239.7112630781
984405.6149847282,984362.4877384861
1121011.6837447537,1121161.2092074999
607455.2685333148,607189.2848555997
748825.4506372175,748736.3635655367
1478693.5317511617,1479412.2467323449
871823.6850412518,872010.5904568053
911532.5345175948,911757.5751728365
677148.037264637,676148.1921007963
714683.1613916211,714413.7424264792
533722.882506741,532809.5142596434
1130928.7248497324,1131236.6392872678
777763.8418685697,777716.0395903894
633332.8200424328,632412.142798821
1146451.4541597995,1146316.503024971
1006411.4525394194,1006252.8011337604
864958.4090482242,864859.6787141877
1714581.1314527588,1715569.6017071544
1381831.1441673383,1383254.3979233098
507758.5577029731,506907.8076695231
936946.3637030992,936742.014099752
652462.5446507358,652292.2035901656
1453043.9367372447,1453635.521166656
1174109.3382141693,1174059.9662690968
596777.1278057629,597040.5358906011
1137947.966463603,1138562.8919831298
1220947.408446493,1220653.5099364072
644576.4752312639,644493.2346065675
871852.2443730548,871507.30149685
1175044.040512305,1172631.210585657
853905.8847509446,854725.5127471914
773376.6079193534,773007.6153398827
595503.1297369199,595696.2613753311
1348673.1430666503,1348514.6883947195
1126159.0462360475,1126783.1005523896
800278.0613570913,800764.3171388216
473715.0968255457,473829.7281702877
894291.692895879,893855.0130280373
1058603.7984840367,1059404.5052144155
542613.9069992094,542707.6329641284
874700.4328924447,873892.0856481213
659033.5171288215,659460.4659951308
1550010.7281774671,1550745.6625068951
961557.8615648412,960025.9211217781
599275.7970086453,599168.101182923
701463.5450037534,701372.4736850234
1251791.6626710095,1250839.9384997883
537505.4496286644,536301.7876948635
936253.4826464738,936011.6494257504
887115.8693090435,886544.8671265331
1032585.4836047309,1032381.4603555484
1192496.2066830138,1192920.428157761
1006233.7698273932,1006592.202584332
1321918.2410936013,1321530.8594963397
2144886.7167597795,2145233.128401993
887671.2688198686,887851.7464873948
1395400.4784496466,1395078.6288563274
3004444.3651672304,3008370.1858010255
742755.0320043245,741824.9839612499
556166.3319765033,554834.9387296753
1324094.569177293,1324082.605668518
1076821.5309618665,1076814.7396316107
1201497.714749809,1200499.0150299473
510448.5369196055,510033.3031520952
626988.5601698768,626814.3764845867
1255051.7799883136,1255727.7288954426
969684.7797281467,970060.578322733
642604.0854398493,642442.1888787346
492926.92148604593,492233.03462451417
1509409.8557036514,1510328.1481108016
480004.5144200298,479681.9735128573
966138.3155031484,966066.6249675135
525283.4047080078,524988.7833545747
1785313.8599056113,1786422.9680730957
1347446.791981414,1347762.3410836128
712745.8510207438,712499.422963104
1741931.337966941,1742841.9133181816
905405.6357864832,905074.0166506697
653837.344321413,653450.7793334055
958853.2586739466,958498.8198292879
1661930.0605764387,1661920.964204275
919595.7100663399,920602.4360826324
914422.8935944319,914230.8899469373
519795.6172834734,519907.07956148195
631324.3313777172,630423.148428245
336903.90254685376,335810.77497738274
559748.3399060192,560010.4839727302
1051795.566008048,1052024.3661197938
806554.8925454835,806035.322601556
1114444.7333480944,1113997.056275066
1627781.1053576567,1628333.7556507932
836026.245178871,835627.025328846
1264088.3790479596,1265018.5481830905
577434.497112446,577624.223619234
1270720.0499564644,1270955.6615442636
318360.0076657274,318339.2028220792
1210619.2007500224,1209767.4399155725
922027.4266715307,921708.0220374649
3345799.2991291652,3349212.325407007
680261.3332031299,680011.4002351034
800333.0045489152,800067.2038988152
1288858.8483321033,1289235.0477832055
1570788.546073197,1571143.7870196258
626734.5903168474,626337.6570767814
1156835.109799134,1157457.7116537052
1472411.5334364604,1473509.4674658938
1299102.3692241318,1299220.625085082
1027155.3066534118,1026520.2813581808
997588.6499640745,997127.4253306785
692342.5989747213,692512.7538262492
1277919.4992746012,1277614.3727973744
1426783.715971795,1426222.5091861966
605905.5327797239,604996.4957120197
757681.4442817329,757440.3706475568
523702.66176661296,523918.57141797594
469424.3693627301,469476.0685759275
1033547.3283458669,1033522.8896089206
834151.8473608044,834299.2290208535
611922.635426668,611439.6781370734
840746.0404002342,840151.3074998662
1292979.4246034422,1292514.687294682
1292206.8506621488,1292140.2706259743
1434841.553809791,1435483.9062266122
748687.4217414625,748026.4116419606
2539846.1719365953,2541496.491681525
1138137.403214434,1137726.3182208836
927266.0179313761,927634.1590204077
1402559.7866596773,1401999.2852722201
676488.0176090004,676221.1356942335
508948.36601622525,509236.1792482693
1644562.0604436803,1646402.7784467055
1148853.2104893322,1149270.2730739098
718861.7037747514,717705.5469936721
585987.6644194818,584456.6839987806
